condition,severity,method,image,IoU,F1,inference_ms
fog,0.0,classical,clips/0601/1495492542645333836/20.jpg,0.009298777719256824,0.018426214168751013,3.255499992519617
fog,0.0,classical,clips/0601/1495492548642776463/20.jpg,0.030267150151705766,0.05875592587271943,3.563874983228743
fog,0.0,classical,clips/0601/1495492554641955081/20.jpg,0.04588682417640156,0.08774720766280958,3.5969590535387397
fog,0.0,twinlite,clips/0601/1494453497604532231/20.jpg,0.4981041490493467,0.6649793331998033,380.427666939795
fog,0.0,twinlite,clips/0601/1494453503601902751/20.jpg,0.44206839602494374,0.613103230392544,18.733749981038272
fog,0.0,twinlite,clips/0601/1494453509599288720/20.jpg,0.22322597538622677,0.3649791287594991,9.483834030106664
fog,0.0,twinlite,clips/0601/1494453515596795530/20.jpg,0.27906976744186046,0.43636363636363634,8.016292005777359
fog,0.0,twinlite,clips/0601/1494453521596643824/20.jpg,0.3289766820139611,0.49508270004470273,9.278457961045206
fog,0.0,twinlite,clips/0601/1494453527591367337/20.jpg,0.33380782918149465,0.5005336179295624,9.07050003297627
fog,0.0,twinlite,clips/0601/1494453533590270210/20.jpg,0.4805987196056626,0.6491951036316763,9.098791982978582
fog,0.0,twinlite,clips/0601/1494453539586188022/20.jpg,0.3579120706780281,0.5271505842043464,7.9319169744849205
fog,0.0,twinlite,clips/0601/1494453545585907063/20.jpg,0.23670862789414207,0.3828041990734838,7.485374924726784
fog,0.0,twinlite,clips/0601/1494453551580996478/20.jpg,0.23985544656685595,0.38690872751499,9.260333026759326
fog,0.0,twinlite,clips/0601/1494453557578299956/20.jpg,0.2874369543511099,0.4465258720120909,9.268166963011026
fog,0.0,twinlite,clips/0601/1494453563575744757/20.jpg,0.45985129044297074,0.6299974435114354,7.998332963325083
fog,0.0,twinlite,clips/0601/1494453569573067938/20.jpg,0.4452456643663901,0.6161522228978146,7.894083042629063
fog,0.0,twinlite,clips/0601/1494453575572346547/20.jpg,0.36114999461613007,0.5306542203939562,8.253374951891601
fog,0.0,twinlite,clips/0601/1494453581567767982/20.jpg,0.34353096179183135,0.5113852550650165,9.058624971657991
fog,0.0,twinlite,clips/0601/1494453587565069969/20.jpg,0.33456719817767655,0.5013868145935567,8.175124996341765
fog,0.0,twinlite,clips/0601/1494453593562528307/20.jpg,0.2600633619083116,0.41277822968276273,8.399083046242595
fog,0.0,twinlite,clips/0601/1494453599561987554/20.jpg,0.32125620759599915,0.48628904182106925,8.362375083379447
fog,0.0,twinlite,clips/0601/1494453605557268031/20.jpg,0.42164034430170344,0.5931744213531155,8.840416907332838
fog,0.0,twinlite,clips/0601/1494453611554664747/20.jpg,0.42220450757301253,0.5937324840764331,8.795417030341923
fog,0.0,twinlite,clips/0601/1494453617553424930/20.jpg,0.3403316264325774,0.507831971910419,8.683791034854949
fog,0.0,twinlite,clips/0601/1494453623549421445/20.jpg,0.38938546288555936,0.5605146639102732,8.692209026776254
fog,0.0,twinlite,clips/0601/1494453629547675743/20.jpg,0.31708151151713526,0.48149109792284867,8.621999993920326
fog,0.0,twinlite,clips/0601/1494453635544157546/20.jpg,0.22636746143057504,0.3691674290942361,8.254542015492916
